2.333589976046031225e+05 1.696377927235080962e-01
2.333591196843031212e+05 2.336450073422253748e-01
2.333592417640031490e+05 5.973653812280907971e-01
2.333593638437031477e+05 1.077705974789427312e+00
2.333594859234031755e+05 9.186964882208179528e-01
2.333596080031031743e+05 6.313411852351796805e-01
2.333597300828032021e+05 5.533793424590788268e-01
2.333598521625032008e+05 2.987118290189911263e-01
2.333599742422032286e+05 -9.875067094156956063e-03
2.333600963219032274e+05 -2.835362243010763547e-03
2.333602184016032552e+05 3.365249567235420458e-01
2.333603404813032539e+05 8.123920386264017468e-01
2.333604625610032526e+05 1.446529410322036968e+00
2.333605846407032805e+05 1.845542501029406646e+00
2.333607067204032792e+05 2.656678574667618253e+00
2.333608288001033070e+05 3.391859917970978966e+00
2.333609508798033057e+05 2.497332388867449460e+00
2.333610729595033335e+05 1.026620731451963975e+00
2.333611950392033323e+05 2.354806804543151388e-01
2.333613171189033601e+05 6.571506779575346513e-03
2.333614391986033588e+05 -8.315483762887475316e-02
2.333615612783033866e+05 -4.687017834715093145e-01
2.333616833580033854e+05 -8.306359698710896744e-01
2.333618054377034132e+05 -6.685470932797515919e-01
2.333619275174034119e+05 -6.849032423854711782e-01
2.333620495971034106e+05 -8.549239395544030451e-01
2.333621716768034385e+05 -6.806636588537375854e-01
2.333622937565034372e+05 -3.466544771795339042e-01
2.333624158362034650e+05 -1.301196137217155713e-01
2.333625379159034637e+05 -5.290070849181985890e-01
2.333626599956034916e+05 -8.121849454141857327e-01
2.333627820753034903e+05 1.750334922234023094e-01
2.333629041550035181e+05 1.185920844978812561e+00
2.333630262347035168e+05 1.348370371874729523e+00
2.333631483144035446e+05 9.934960410987142554e-01
2.333632703941035434e+05 7.323294884105545632e-01
2.333633924738035712e+05 1.521658732853687246e+00
2.333635145535035699e+05 2.282018971301495558e+00
2.333636366332035686e+05 1.818469679345235290e+00
2.333637587129035965e+05 7.171284660634387187e-01
2.333638807926035952e+05 2.282888727362608894e-01
2.333640028723036230e+05 4.351123432796444868e-01
2.333641249520036217e+05 2.792118401804990491e-01
2.333642470317036496e+05 8.696048712798200298e-02
2.333643691114036483e+05 6.305046784804512194e-01
2.333644911911036761e+05 1.165812185917409538e+00
2.333646132708036748e+05 9.343947955312049691e-01
2.333647353505037026e+05 1.673365175531550675e-01
2.333648574302037014e+05 -3.764824368253087972e-01
2.333649795099037292e+05 -1.118761832055854832e-01
2.333651015896037279e+05 3.010704684865800895e-01
2.333652236693037557e+05 7.843487486330239511e-01
2.333653457490037545e+05 1.372314270142003467e+00
2.333654678287037532e+05 1.101744794196402921e+00
2.333655899084037810e+05 9.803851057818339099e-01
2.333657119881037797e+05 1.616814947860221618e+00
2.333658340678038076e+05 1.614450696993012579e+00
2.333659561475038063e+05 9.585894540663866259e-01
2.333660782272038341e+05 4.463922961202538287e-01
2.333662003069038328e+05 5.748764051270266462e-01
2.333663223866038607e+05 1.104906061856690380e+00
2.333664444663038594e+05 1.623034726519394511e+00
2.333665665460038872e+05 1.601947007270783763e+00
2.333666886257038859e+05 7.957920438799471752e-01
2.333668107054039137e+05 1.626757779527290282e-01
2.333669327851039125e+05 3.100788603641935759e-01
2.333670548648039112e+05 6.213064207795716554e-01
2.333671769445039390e+05 8.111400077246821994e-01
2.333672990242039377e+05 1.120572152633732665e+00
2.333674211039039656e+05 1.040033894735272968e+00
2.333675431836039643e+05 1.070064369784886393e+00
2.333676652633039921e+05 1.476400929390232486e+00
2.333677873430039908e+05 1.471531466549374167e+00
2.333679094227040187e+05 1.677707004055958073e+00
2.333680315024040174e+05 1.721216318534076972e+00
2.333681535821040452e+05 1.263711262143121461e+00
2.333682756618040439e+05 1.109007218498029301e+00
2.333683977415040717e+05 1.122599405430485753e+00
2.333685198212040705e+05 1.054204080074677030e+00
2.333686419009040692e+05 1.101434448582111258e+00
2.333687639806040970e+05 8.559798943147802763e-01
2.333688860603040957e+05 5.450894863095770981e-01
2.333690081400041236e+05 7.952696274860456827e-01
2.333691302197041223e+05 6.573412768997178857e-01
2.333692522994041501e+05 4.815070052083049723e-01
2.333693743791041488e+05 1.183453292938576151e+00
2.333694964588041767e+05 1.573069660663066527e+00
2.333696185385041754e+05 1.462616464126560434e+00
2.333697406182042032e+05 1.343750578989428845e+00
2.333698626979042019e+05 7.800649193332583886e-01
2.333699847776042297e+05 2.170814784830795707e-01
2.333701068573042285e+05 -1.201513216509840325e-02
2.333702289370042563e+05 2.614846603426223548e-01
2.333703510167042550e+05 2.712249402725102621e-01
2.333704730964042537e+05 -7.040446448720590056e-02
2.333705951761042816e+05 5.666280290559716493e-02
2.333707172558042803e+05 3.601031084691823092e-01
2.333708393355043081e+05 -4.460671376640594765e-01
2.333709614152043068e+05 -1.151933224311943338e+00
2.333710834949043347e+05 -5.431831191898687239e-01
2.333712055746043334e+05 -3.071647932296734385e-01
2.333713276543043612e+05 -1.348858190302761884e-01
2.333714497340043599e+05 4.822976960915766886e-01
2.333715718137043878e+05 -1.104965016982130122e-01
2.333716938934043865e+05 -7.950946062600570130e-01
2.333718159731044143e+05 -3.304645957650747534e-01
2.333719380528044130e+05 2.921141181777276996e-01
2.333720601325044117e+05 7.421026863960037412e-01
2.333721822122044396e+05 8.518492189735893394e-01
2.333723042919044383e+05 4.467374954741141768e-01
2.333724263716044661e+05 -1.133745089189743122e-01
2.333725484513044648e+05 -5.782393655274349342e-01
2.333726705310044927e+05 -2.966842480602081000e-01
2.333727926107044914e+05 2.558889714536016768e-01
2.333729146904045192e+05 -4.288809087351558302e-02
2.333730367701045179e+05 -1.094489980820262526e-01
2.333731588498045458e+05 4.586703234957571484e-01
2.333732809295045445e+05 8.319713041796018560e-01
2.333734030092045723e+05 9.108244312709214974e-01
2.333735250889045710e+05 8.407839292601518855e-01
2.333736471686045697e+05 7.402129573912287208e-01
2.333737692483045976e+05 8.489793445874642686e-01
2.333738913280045963e+05 9.324729291104534301e-01
2.333740134077046241e+05 7.914467771113700145e-01
2.333741354874046228e+05 3.391332052297065247e-01
2.333742575671046507e+05 -7.178202379099037078e-02
2.333743796468046494e+05 1.090556779961937284e-01
2.333745017265046772e+05 7.095483306767306209e-01
2.333746238062046759e+05 8.996378075659084983e-01
2.333747458859047038e+05 3.508623871373867664e-01
2.333748679656047025e+05 1.870643939566472846e-01
2.333749900453047303e+05 2.122599185179805670e-01
2.333751121250047290e+05 7.375260041074173378e-02
2.333752342047047568e+05 2.478779169067675814e-01
2.333753562844047556e+05 6.482345942597830812e-02
2.333754783641047543e+05 9.204637259212981870e-02
2.333756004438047821e+05 9.473626326527402330e-01
2.333757225235047808e+05 1.244533043230561464e+00
2.333758446032048087e+05 1.017609954780153592e+00
2.333759666829048074e+05 5.280969200765657234e-01
2.333760887626048352e+05 -2.547175474261504924e-01
2.333762108423048339e+05 -3.811829131833117112e-01
2.333763329220048618e+05 -1.761267426994589658e-01
2.333764550017048605e+05 -1.908772243371537058e-01
2.333765770814048883e+05 1.276848127227174501e-01
2.333766991611048870e+05 8.843357405971303820e-01
2.333768212408049149e+05 1.300823948883774284e+00
2.333769433205049136e+05 9.670499467036243191e-01
2.333770654002049123e+05 4.614660913545584608e-01
2.333771874799049401e+05 6.127382450928758190e-02
2.333773095596049388e+05 4.695135097554376663e-02
2.333774316393049667e+05 3.157375601661361886e-01
2.333775537190049654e+05 3.487366548149896106e-01
2.333776757987049932e+05 2.639741095787213609e-01
2.333777978784049919e+05 6.492385261664043554e-03
2.333779199581050198e+05 5.692668118550567313e-02
2.333780420378050185e+05 3.668154751090491605e-01
2.333781641175050463e+05 9.680025076009969587e-02
2.333782861972050450e+05 -2.188124306455943580e-01
2.333784082769050729e+05 -2.704352077126434550e-01
2.333785303566050716e+05 -7.337886039000864891e-01
2.333786524363050703e+05 -1.221633287408003810e+00
2.333787745160050981e+05 -1.019080186268196186e+00
2.333788965957050968e+05 1.195151431117184165e-01
2.333790186754051247e+05 8.657528164600002407e-01
2.333791407551051234e+05 5.342218339348875356e-01
2.333792628348051512e+05 -6.629378330574667300e-02
2.333793849145051499e+05 -4.408929980769878965e-01
2.333795069942051778e+05 5.313819919230281658e-02
2.333796290739051765e+05 2.363237069932555279e-01
2.333797511536052043e+05 -3.522313331868496267e-01
2.333798732333052030e+05 -8.846139092029080553e-01
2.333799953130052309e+05 -1.126484578567780837e+00
2.333801173927052296e+05 -8.700140065060194550e-01
2.333802394724052574e+05 -3.848319207265692987e-01
2.333803615521052561e+05 -2.687784472088425303e-01
2.333804836318052548e+05 -6.561041516475580870e-01
2.333806057115052827e+05 -1.222383524393078735e+00
2.333807277912052814e+05 -1.368589059651056594e+00
2.333808498709053092e+05 -5.367054292498374402e-01
2.333809719506053079e+05 5.452200009006952230e-01
2.333810940303053358e+05 7.949016804180227824e-01
2.333812161100053345e+05 7.590391179310337355e-01
2.333813381897053623e+05 6.451929134028241419e-01
2.333814602694053610e+05 5.216038604949293500e-01
2.333815823491053889e+05 3.203342330465467902e-01
2.333817044288053876e+05 1.457501650349563027e-01
2.333818265085054154e+05 5.101551922405548334e-01
2.333819485882054141e+05 5.371706278974763826e-01
2.333820706679054128e+05 1.346096601679170612e-01
2.333821927476054407e+05 2.258577597017993044e-01
2.333823148273054394e+05 7.025647529681651182e-01
2.333824369070054672e+05 1.268801555312696783e+00
2.333825589867054659e+05 1.519347372267387808e+00
2.333826810664054938e+05 1.454479950966893309e+00
2.333828031461054925e+05 1.539801764590423616e+00
2.333829252258055203e+05 1.391450177921273790e+00
2.333830473055055190e+05 6.572988123149349216e-01
2.333831693852055469e+05 2.910078487788365642e-01
2.333832914649055456e+05 5.764496189707184470e-01
2.333834135446055734e+05 9.542719987536508741e-01
2.333835356243055721e+05 9.462441932909757547e-01
2.333836577040055708e+05 3.140351969982045355e-01
2.333837797837055987e+05 6.054302208290722742e-01
2.333839018634055974e+05 1.036144709642227602e+00
2.333840239431056252e+05 6.795328181596901329e-01
2.333841460228056239e+05 8.435822933059010653e-01
2.333842681025056518e+05 1.109492434185094467e+00
2.333843901822056505e+05 7.089125402566058831e-01
2.333845122619056783e+05 1.796066075288758890e-01
2.333846343416056770e+05 3.981178600524390987e-01
2.333847564213057049e+05 7.060700096766373557e-01
2.333848785010057036e+05 4.668735799687586119e-01
2.333850005807057314e+05 2.170607889706882565e-01
2.333851226604057301e+05 2.834080435896393912e-01
2.333852447401057580e+05 4.276455456543368783e-01
2.333853668198057567e+05 3.807882245896529461e-01
2.333854888995057554e+05 2.688876930873668747e-01
2.333856109792057832e+05 3.584497581905591312e-01
2.333857330589057819e+05 8.683868736398685506e-01
2.333858551386058098e+05 9.130617847456125036e-01
2.333859772183058085e+05 4.698721099112211363e-01
2.333860992980058363e+05 3.938025390166101647e-01
2.333862213777058350e+05 1.014556206109046066e+00
2.333863434574058629e+05 9.297044889379819654e-01
2.333864655371058616e+05 1.741902285712299825e-01
2.333865876168058894e+05 -5.342900975698761795e-02
2.333867096965058881e+05 -2.906599891426607241e-01
2.333868317762059160e+05 -4.694573142799854937e-01
2.333869538559059147e+05 -7.545279066955559721e-02
2.333870759356059134e+05 7.219680132952042972e-02
2.333871980153059412e+05 -2.243842212944670844e-01
2.333873200950059399e+05 -1.947071736262302455e-01
2.333874421747059678e+05 3.047027423581314398e-01
2.333875642544059665e+05 -2.983076584952079058e-01
2.333876863341059943e+05 -1.178431122894108674e+00
2.333878084138059930e+05 -1.025898098580726225e+00
2.333879304935060209e+05 -3.796253013341101545e-01
2.333880525732060196e+05 4.801137724278697894e-01
2.333881746529060474e+05 1.091386801597487466e+00
2.333882967326060461e+05 1.434194164153678619e+00
2.333884188123060740e+05 1.520644107150867619e+00
2.333885408920060727e+05 1.224051791370639020e+00
2.333886629717060714e+05 1.319582558692208973e+00
2.333887850514060992e+05 1.239847539970829082e+00
2.333889071311060979e+05 4.905406669225800820e-01
2.333890292108061258e+05 2.777375511946188480e-01
2.333891512905061245e+05 8.455077518138183201e-01
2.333892733702061523e+05 1.018811730411507632e+00
2.333893954499061510e+05 8.500467055133493766e-01
2.333895175296061789e+05 7.827496332151981928e-01
2.333896396093061776e+05 2.299473379041382451e-02
2.333897616890062054e+05 -3.680124906862695111e-01
2.333898837687062041e+05 -1.305664058922839654e-01
2.333900058484062320e+05 -5.764448499500011147e-01
2.333901279281062307e+05 -1.010806887842883084e+00
2.333902500078062294e+05 -6.363598697170312901e-01
2.333903720875062572e+05 -7.742410533963267616e-02
2.333904941672062560e+05 2.923523319606235460e-01
2.333906162469062838e+05 8.232395066989513233e-02
2.333907383266062825e+05 -6.479082876948509540e-02
2.333908604063063103e+05 5.429135440837240534e-01
